Real,K-AGRUED,LSTM,GRUED,SVR,ARIMA
2205,2058.25,2047.37,2060.08,2018.4,1949.07
2304,2263.89,2266.83,2246.58,2252.76,2212.04
2421,2368.05,2368.44,2342.39,2351.41,2303.3
2468,2466.98,2472.85,2431.34,2467.41,2433.06
2192,2432.49,2469.6,2392.65,2514.27,2558.08
2632,2335.67,2303.19,2318.52,2238.41,2111.37
2809,2704.84,2692.38,2650.5,2675.17,2597.8
2645,2786.72,2802.2,2716.87,2842.87,2843.86
2473,2629.87,2651.14,2573.72,2690.09,2695.34
2479,2507.4,2514.24,2465.39,2521.42,2487.9
2540,2526.91,2527.7,2483.93,2527.39,2478.78
2440,2546.14,2561.42,2497.54,2588.57,2575.78
2495,2486.74,2487.78,2445.97,2487.02,2440.63
2506,2529.64,2533.71,2483.71,2542.56,2502.85
2552,2548.98,2548.85,2501.52,2553.16,2503.21
2613,2597.38,2594.32,2545.44,2599.43,2541.61
2147,2524.42,2572.14,2466.73,2660.79,2729.17
2489,2264.43,2235.27,2243.86,2170.57,2077.57
2202,2448.31,2479.54,2399.41,2531.27,2564.23
2070,2201.28,2218.25,2174.57,2223.85,2246.46
2197,2132.37,2122,2114.97,2078.48,2051.23
2358,2269.23,2255.4,2240.96,2212.34,2164.82
2754,2488.96,2450.68,2447.02,2383.6,2260.6
2828,2779.17,2782.15,2700.2,2556.97,2703.63
2164,2662.2,2738.36,2579.29,2617.56,2956.17
2481,2275.71,2251.29,2239.8,2120.36,2094.06
2538,2521.84,2527.08,2464.44,2376.91,2463.63
2488,2549.94,2566.26,2489.59,2427.45,2545.7
2270,2460.66,2493.94,2404.87,2395.27,2542.79
2471,2352.99,2343.47,2314.13,2226.44,2232.28
2121,2412.1,2459.02,2359.52,2394.29,2563.33
2349,2210.94,2198.15,2185.5,2111.51,2084.67
2054,2307.67,2349.31,2266.05,2306.64,2436.82
1960,2062.7,2082.35,2044.55,2061.71,2102.9
2063,2016.15,2015.58,2006.31,1983.37,1963.74
2287,2151.39,2140.21,2134.57,2076.03,2034.56
2015,2252.89,2293.09,2219.62,2273.39,2376.84
2443,2153.51,2122.29,2142.3,2039.69,1939.07
2272,2432.17,2462.5,2388.37,2415.1,2503.26
2264,2304.34,2318.78,2274.64,2272.52,2299.57
2202,2282.95,2302.96,2254.61,2269.19,2306.26
2166,2227.31,2244.78,2204.58,2217.58,2240.5
2427,2265.27,2253.11,2246.08,2188.23,2132.01
2504,2479.54,2485.47,2440.11,2423.71,2430.64
2565,2550.8,2557.58,2505.69,2494.84,2508.42
2625,2609.62,2615.61,2560.03,2551.86,2566.67
2527,2627.72,2648.34,2573.63,2607.78,2662.62
2421,2531.88,2554.84,2486.14,2527.37,2573.62
2534,2483.3,2485.57,2446.59,2436.72,2418.71
2447,2543.72,2564.43,2498.04,2541.25,2576.29
2602,2519.54,2517.14,2481.31,2466.6,2433.66
2533,2614,2631.33,2563.16,2608.91,2636.02
2874,2650.11,2627.57,2605.21,2550.78,2469.06
2811,2870.35,2878.59,2796.96,2850.9,2881.4
2915,2854.51,2847.99,2786.49,2802.5,2783.93
2824,2901.12,2909.82,2824.29,2894.48,2924.4
2829,2842.15,2844.4,2773.03,2822.05,2820.24
2699,2813.18,2828.4,2743.6,2830.36,2858.32
2982,2795.14,2773.02,2736.58,2719.41,2637.48
2798,2939.1,2952.52,2856.19,2968.29,3004.93
2825,2824.1,2823.66,2756.88,2814.1,2790.58
2746,2822.71,2831.5,2753.02,2841.23,2840.81
2553,2720.64,2743.27,2657.56,2773.41,2797.77
2277,2515.55,2551.42,2468.76,2595.35,2639.33
2687,2414.04,2384.63,2390.17,2324.72,2202.47
2911,2769.13,2750.81,2710.4,2725.66,2637.7
2882,2914.4,2912.58,2836.06,2932.43,2901.17
2650,2837.13,2856.44,2760.98,2909.2,2925.69
2447,2626.91,2651.14,2570.33,2694.91,2707.72
2432,2476.57,2485.92,2436.73,2495.29,2468.31
2821,2562.64,2531.35,2523.59,2479.9,2351.85
2873,2851.56,2843.2,2779.06,2861.13,2796.62
2861,2883.51,2878.95,2806.07,2911.06,2857.67
2689,2832.33,2843.8,2755.41,2901.32,2885.84
2660,2706.77,2709.72,2643.97,2736.91,2693.3
2706,2697.69,2693.48,2636.73,2708.27,2646.37
2761,2743.53,2736.54,2678.06,2753.91,2685.08
2793,2789.48,2782.45,2718.73,2808.19,2739.54
2600,2762.99,2776.79,2688.87,2839.65,2823.16
2324,2558.72,2586.09,2499.93,2645.12,2664.71
2456,2389.49,2379.21,2352.19,2352.29,2297.37
2240,2433.02,2455.74,2384.23,2491.08,2509.74
2390,2309.59,2296.18,2276.92,2255.77,2207.6
2447,2432.89,2436.38,2378.33,2287.38,2371.5
2081,2382.58,2429.29,2325.29,2337.62,2533.28
2265,2159.11,2146.73,2129.32,2053.08,2047.18
2240,2290.88,2302.55,2248.88,2206.77,2278.68
2474,2331.07,2317.04,2292.1,2191.85,2191.72
2555,2521.96,2525.31,2467.18,2384.31,2454.88
2531,2573.53,2587.6,2513.92,2453.94,2558.79
2436,2533.39,2554.76,2476.44,2441.7,2555.91
2389,2454.37,2471.17,2405.31,2372.16,2456.15
2776,2517.4,2490.96,2472.78,2339.51,2304.53
2528,2725.66,2760.07,2653.21,2650.96,2823.47
2391,2521.61,2547.71,2468.31,2463.79,2569.91
2559,2465.38,2461.51,2423.28,2356.68,2365.4
2679,2616.24,2616.56,2562.1,2500.51,2537.36
2163,2571.06,2633.5,2508.4,2602.93,2808.49
2328,2238.06,2234.57,2216.13,2173.35,2149.68
2458,2394.55,2395.21,2360.45,2321.25,2319.08
2333,2458.75,2484.54,2415.11,2437.35,2508.07
2302,2359.54,2376.57,2326.42,2333.54,2365.97
2240,2321.08,2341.38,2291.06,2309.89,2344.64
2395,2313.39,2312.13,2288.93,2257.8,2231.11
2363,2420.98,2438.06,2384.65,2399.49,2428.01
2738,2491.24,2467.82,2457.98,2374.62,2296.17
2548,2711.12,2738.39,2647.84,2702.72,2789.12
2506,2568.17,2584.41,2520.71,2545.74,2577.37
2241,2471.92,2510.98,2428.24,2512.71,2594.01
2397,2314.87,2313.82,2293.22,2274.29,2234.63
2080,2352.3,2397.64,2318.19,2421,2503.84
2318,2172.05,2162.64,2164.13,2125.42,2057.51
2253,2336.87,2357.43,2309.79,2352.64,2365.05
2514,2353.2,2341.36,2331.68,2293.04,2220.55
2557,2557.32,2564.52,2514.29,2539.52,2525.73
2602,2599.6,2605.6,2553.06,2581.71,2565.71
2228,2538.3,2584.98,2488,2625.64,2712.47
2394,2304.12,2301.27,2285.12,2273.74,2219.39
2239,2389.99,2417.83,2357.2,2435.5,2460.1
2683,2384.63,2353.49,2364.69,2285.85,2159.9
2533,2671.85,2692.85,2614.48,2710.7,2730.39
2539,2566.69,2575.43,2521.95,2573.09,2551.11
2620,2591.25,2592.04,2545.83,2580.45,2537.49
3191,2791.97,2741.56,2739.47,2658.99,2490.32
3152,3159.63,3144.92,3057.47,3160.74,3140.09
2653,3011.14,3044.27,2912.1,3133.67,3222.91
2708,2694.44,2693.61,2638.31,2695.2,2647.79
2787,2752.69,2747.41,2691.52,2748.83,2691.59
2533,2743.66,2768.54,2675.35,2824.51,2845.7
2573,2574.59,2576.93,2527.53,2581.26,2536.39
2710,2637.56,2628.89,2586.67,2621.22,2548.77
2593,2705.18,2717.69,2642.18,2755.68,2738.35
2608,2626.11,2628.24,2572.53,2641.52,2595.69
2995,2733.41,2697.49,2678.02,2656.52,2515.46
2806,2949.97,2956.42,2861,3026.02,3005.52
3100,2897.5,2863.63,2824.19,2851.16,2717.61
3001,3065.6,3056.36,2966.48,3123.43,3068.82
2651,2914.62,2935.4,2823.47,3036.16,3046.73
2631,2671.94,2673,2609.69,2698.1,2649.94
2688,2671.79,2665.11,2610.44,2676.93,2610.43
2689,2712,2708.79,2645.16,2734.14,2675.55
2675,2708.93,2706.62,2641.21,2734.24,2678.44
2351,2617.82,2646.32,2550.41,2718.77,2741.16
2601,2443.23,2426.97,2391.38,2257.28,2286.19
2410,2572.5,2602.4,2504.7,2453.77,2633.14
2690,2508.79,2490.96,2455.25,2315.49,2338.88
2774,2725.23,2727.67,2653.36,2534.59,2650.08
2711,2766.09,2782.54,2689.34,2603.78,2764.52
2640,2707.13,2724.98,2635.59,2565.29,2711.9
2503,2625.35,2650.36,2559.67,2519.24,2665.6
2434,2513.11,2531.92,2458.2,2419.65,2523.19
2273,2423.93,2452.12,2375.01,2370.54,2482.75
2502,2363.55,2352.41,2327.65,2243.57,2232.83
2539,2539.79,2548.49,2487.63,2436.96,2500.54
2612,2584.64,2589.68,2530.52,2472.65,2527.7
2936,2717.2,2696.58,2658.32,2537.18,2534.25
2697,2873.99,2903.17,2791.31,2792.53,2966.27
2810,2745.12,2744.36,2681.08,2617.19,2667.66
2759,2808.84,2822.06,2736.69,2712.05,2811.59
2938,2820.05,2811.25,2752.33,2678.86,2709.68
2445,2814.88,2868.17,2733.66,2823.55,3036.53
2451,2479.03,2491.87,2437.04,2430.79,2463.9
2423,2476.59,2492.81,2434.7,2440.35,2478.96
2263,2416.37,2446.03,2377.26,2420.21,2486.07
2069,2249.27,2283.01,2223.55,2281.55,2341.3
2269,2151.49,2145.51,2141.88,2106.55,2054.55
2077,2255.9,2289.56,2230.72,2292.77,2347.7
2325,2171.61,2161.08,2162.39,2117.4,2051.19
2578,2423.22,2412.2,2394.35,2349.47,2291.46
2379,2558.15,2589.31,2508.84,2580.06,2645.56
2440,2428.99,2436.69,2396.37,2404.49,2392.06
2098,2388.49,2435.76,2351.1,2463.21,2551.44
2388,2203.38,2188.78,2194.28,2143.61,2062.15
2705,2502.03,2483.7,2469.36,2420.35,2337.08
2048,2565.34,2638.24,2506.26,2710.92,2878.43
2218,2122.17,2119.15,2117.69,2097.01,2043.09
2269,2265.32,2274.17,2247.08,2263.15,2238.64
2698,2411.19,2381.86,2388.8,2313.61,2193.53
2740,2733.94,2735.95,2675.47,2718.51,2696.82
2801,2778.34,2776.84,2716.21,2759.29,2730.09
2462,2735.39,2771.44,2667.91,2816.76,2884.77
2263,2446.01,2476.51,2407.27,2505.14,2534.96
2197,2281.12,2300.05,2258.85,2310.65,2309.22
2543,2317.4,2295.03,2300.37,2244.47,2141.25
2695,2612.79,2605.71,2566.6,2587.11,2522.23
2519,2676.73,2698.16,2617.31,2733.16,2745.05
2473,2539.76,2552.22,2495.03,2565.81,2547.49
2743,2573.63,2554.92,2532.43,2521.04,2423.88
2480,2700.16,2727.5,2635.63,2783.38,2808.12
2537,2527.02,2528.65,2484.42,2528.43,2481.82
2008,2436.11,2494.82,2388.26,2585.49,2681.34
1914,2014.43,2031.96,2009.28,2039.29,2059.15
2056,1977.34,1969.89,1978.85,1938.81,1907.63
2208,2124.8,2116.83,2114.54,2084.67,2041.98
2446,2300.44,2283.72,2277.37,2242.65,2167.55
2419,2471.66,2479.24,2428.5,2490.46,2462.8
2561,2487.08,2477.55,2445.43,2461.05,2393.17
2088,2472.21,2521.28,2418.15,2607.06,2680.58
2074,2115.52,2120.93,2098.68,2104.47,2107.39
1980,2081.24,2093.79,2064.54,2086.21,2112.09
2238,2073.68,2049.32,2063.16,1981.87,1930.93
2511,2338.48,2313.53,2307,2256.74,2176.76
2355,2501.64,2516.92,2447.5,2547.38,2545.31
2070,2313.38,2350.67,2261.25,2260.38,2423.75
2261,2149.69,2135.74,2119.34,2039.72,2032.96
2003,2228.44,2262.85,2185.49,2198.17,2331.19
2000,2033.51,2039.31,2010.89,1993.34,2020.36
2372,2124.23,2093.17,2103.15,1994.67,1925.38
2172,2352.86,2383.85,2305.43,2303.56,2428.49
2336,2246.03,2239.22,2214.47,2145.71,2146.99
2034,2292.64,2334.29,2249.98,2285.54,2423.01
2279,2127.09,2111.61,2108.29,2037.74,1996.09
2350,2330.01,2334.7,2293.65,2248.58,2278.11
2072,2313.14,2353.36,2272.39,2312.54,2434.99
2066,2103.01,2114.49,2084.5,2080.59,2099.62
2042,2092.44,2106.09,2075.38,2078.64,2099.47
2377,2157.79,2135.72,2143.55,2060.7,1987.52
2576,2459.83,2453.23,2420.42,2354.52,2346.72
2806,2660.67,2649.85,2606.56,2525.73,2528.16
2416,2720.97,2767.98,2649.6,2715.65,2893.98
2164,2385.97,2424.71,2345.64,2401.43,2499.87
2187,2203.72,2215.15,2184,2183.59,2188.81
2362,2264.99,2261.49,2244.12,2207.15,2173.93
2343,2391.52,2407.43,2357.3,2366.61,2392.42
2494,2415.31,2414.35,2383.15,2353.33,2332.33
2478,2522.03,2536.58,2478.18,2490.38,2518.88
2479,2510.87,2523.86,2468.74,2480.36,2500.06
2209,2444.25,2484.25,2402.43,2485.06,2569.26
2544,2327.35,2308.43,2307.92,2242.37,2158.47
2688,2611.14,2608.59,2564.63,2550.11,2527.95
2276,2609.82,2659.69,2551.65,2679.8,2800.94
2241,2302.31,2320.17,2278.44,2311.18,2316.76
2188,2262.62,2282.32,2241.87,2280.02,2287.36
2641,2335.57,2304.67,2319.38,2230.98,2109.26
3039,2768.42,2737.5,2714.74,2654.35,2555.82
2407,2876.72,2933.97,2789.33,2995.41,3165.77
2172,2382.88,2419.02,2348.97,2444.49,2493.09
2130,2195.44,2213.49,2181.04,2219.02,2216.77
2320,2210.7,2205.35,2199.75,2178.07,2117.42
2226,2331.51,2353.71,2304.86,2365.17,2373.07
2436,2312.94,2305,2294.01,2273.44,2205.29
2332,2444.16,2465.55,2407.61,2480.03,2486.37
2343,2369.58,2380.34,2341.58,2379.13,2356.93
2124,2322.99,2356.34,2293.88,2390.47,2424.43
2182,2171.2,2177.3,2159.88,2170.09,2141.21
1814,2123.54,2171.87,2107.2,2228.25,2303.61
2195,1934.65,1905.77,1947.12,1851.99,1757.64
1895,2153.54,2194.23,2135.42,2239.82,2297.54
1654,1862.14,1895.15,1867.48,1929.6,1989.36
1873,1731.21,1715.4,1754.09,1683.94,1644.04
1862,1897.14,1905.83,1903.08,1902,1908.55
2016,1927.16,1918.64,1933.32,1887.9,1855.59
2067,2058.81,2061.3,2052.38,2045.2,2029.49
2294,2154.75,2139.35,2143.63,2096.24,2033.97
2054,2267.46,2298.32,2237.44,2333.2,2370.78
2108,2098.14,2098.67,2086.55,2077.22,2061.79
2344,2198.47,2180.43,2181.83,2131.76,2067.53
2333,2374.21,2380.08,2337.9,2380.41,2357.53
2298,2357.07,2364.78,2320.83,2366.66,2351.27
2030,2263.69,2294.2,2229.38,2326.94,2373.9
2117,2081.76,2075.03,2067.43,2035.46,2022.27
2040,2128.94,2138.51,2106.87,2125.71,2146.29
2369,2152.34,2119.81,2135.08,2038.71,1967.94
2331,2388.76,2401.51,2335.65,2271.2,2375.31
2173,2322.03,2346.8,2272.84,2247.76,2371.22
2319,2241.96,2234.77,2205.39,2127.62,2145.49
2167,2312.36,2337.32,2266.47,2249.9,2362.2
2375,2251.76,2239.43,2218.17,2132.39,2127.82
2084,2333.04,2373.15,2285.39,2305.96,2454.1
1907,2072.18,2098.41,2047.24,2072.42,2147.08
1841,1919.88,1933.34,1909.67,1926.54,1949.71
2251,1971.26,1936.97,1967.34,1872.96,1768.66
2105,2247.92,2274.13,2213.68,2225.18,2305.37
2564,2252.66,2217.53,2230.58,2105.52,2014.14
2680,2619.25,2619.82,2563.25,2492.73,2540.29
2121,2560.32,2627.16,2496.32,2590.93,2817.48
2508,2251,2224.4,2230.61,2129.86,2051.28
2323,2491.4,2522.67,2441.87,2464.28,2567.07
2195,2324.94,2351.24,2290.49,2312.78,2377.75
1973,2173.63,2209.25,2149.99,2204.89,2278.47
2257,2074.49,2058.36,2069.12,2009.18,1936.93
2096,2251.29,2281.36,2224.2,2266.52,2325.09
2030,2112.53,2132.75,2098.89,2124.92,2145.6
1797,2003.47,2040.22,1995.74,2066.9,2123.7
1969,1865.51,1860.29,1876.77,1853.98,1797.52
1909,1984.19,2003.62,1982.53,2013.9,2022.15
2293,2033.54,2008.31,2037.18,1959.18,1853.32
2292,2327.73,2342.24,2301.05,2317.44,2323.64
2402,2354.52,2357.94,2328.34,2319.17,2295.3
2417,2440.17,2452.34,2405.34,2422.65,2425.37
2215,2400.79,2434.43,2365.03,2439.29,2494.25
1923,2176.66,2220.38,2157.78,2253.73,2321.72
2265,2037.11,2016.51,2042.04,1975.42,1878.56
2160,2273.76,2298.48,2251.26,2304.45,2323.71
1902,2129.39,2169.5,2115.68,2205.15,2259.63
2212,2007.39,1989.61,2014.56,1954.61,1865.93
2097,2217.75,2243.22,2200.01,2257.32,2274.3
2123,2136.13,2147.33,2127.84,2145.4,2126.5
1945,2111.57,2143.01,2101.19,2171.17,2202.58
1903,1963.39,1980.33,1967.29,1994.38,1994.46
1776,1898.98,1923.88,1906.11,1951.65,1974.47
1970,1848.87,1840.42,1865.7,1824.33,1771.44
2205,2058.16,2046.68,2059.69,2016.36,1947.96
2300,2262.75,2265.46,2245.07,2252.52,2211.81
2051,2272.39,2308.73,2246.61,2347.79,2389.56
2042,2079.93,2092.14,2074.2,2094.73,2085.84
2251,2125.17,2115.13,2119.81,2084.13,2021.7
2505,2348.6,2333.74,2325.89,2297.13,2213.64
2196,2460.13,2498.34,2415.85,2553.15,2598.13
2190,2227.85,2238.24,2208.76,2238.55,2223
2225,2231.93,2237.73,2212.81,2230.93,2205.79
2309,2279.45,2279.78,2256.93,2265.84,2226.52
2660,2430.52,2403.28,2400.55,2351.85,2240.25
2539,2656.3,2669.79,2596.52,2708.09,2690.84
2688,2606.92,2595.86,2556.71,2586.79,2508.74
2759,2730.64,2723.11,2667.31,2736.07,2665.98
2471,2707.82,2733.37,2637.88,2806.07,2819.23
2177,2429.12,2461.91,2382.46,2513.92,2550.42
2109,2192.16,2203.4,2168.35,2199.87,2207.75
2181,2158.25,2154.44,2138.83,2123.81,2104.73
2068,2184.72,2199.01,2158.71,2198.22,2219.5
2202,2132.04,2120.13,2113.74,2072.73,2045.77
2274,2251.89,2246.19,2222.18,2214.48,2190.09
2218,2291.26,2304.58,2244.8,2197.28,2289.15
2080,2215.6,2236.88,2174.46,2158.55,2257.91
2077,2111.36,2117.66,2081.63,2052.27,2092.97
2330,2172.41,2153.72,2144.23,2054.18,2027.85
2292,2351.94,2366.03,2306.43,2264.31,2346.08
2367,2343.04,2345.9,2301.43,2239.18,2283.21
2392,2404.53,2413.32,2358.53,2305.21,2369.22
2299,2399.75,2420.77,2352.95,2330.98,2424.23
2461,2372.38,2367.75,2333.5,2260.32,2273.1
2200,2425.41,2463.83,2375.43,2398.07,2534.88
2385,2279.85,2272.95,2250.49,2186.57,2174.73
1984,2317,2369.83,2274.5,2346.65,2500.59
2000,2018.89,2027.75,2008.21,2007.04,2009.88
2048,2043.21,2049.46,2032.25,2023.79,2018.48
1964,2059.15,2079.42,2045.36,2068.86,2099.13
2271,2071.1,2051.91,2064.77,1996.84,1920.76
2028,2244.59,2282.53,2214.97,2271.64,2357.35
2240,2112.73,2104.23,2103.03,2058.74,2008.4
2058,2229,2261.15,2203.26,2251.43,2313.87
2166,2117.32,2119.93,2106.71,2090.4,2065.08
2524,2289.55,2267.86,2271,2190.94,2108.44
2595,2572.65,2578.19,2525.94,2512.11,2524.77
3067,2741.37,2705.66,2689.35,2577.54,2491.66
2629,2945.76,2986.27,2855.69,2962.39,3137.52
2153,2537.26,2595.45,2483.18,2615.8,2761.38
2209,2200.92,2209.87,2186.02,2190.16,2173.66
2318,2270.86,2274.55,2251.81,2244.42,2215.26
2219,2328.33,2352.45,2300.72,2348.16,2373.26
2381,2294.2,2292.51,2274.99,2257.51,2212.11
2200,2370.56,2402.23,2338.28,2411.48,2454.8
2074,2202.96,2229.96,2185.79,2242.47,2265.71
2337,2172.05,2159.93,2165.32,2121.92,2045.38
2081,2308.1,2347.21,2279.94,2376.26,2431.08
1973,2086.35,2111.08,2079.31,2129.5,2144.63
1935,1993.22,2010.35,1994.92,2023.31,2021.45
2033,1988.17,1991.27,1992.9,1985.25,1950.13
1771,1998.61,2037.99,1995.48,2081.82,2135.23
2008,1854.48,1842.01,1871.84,1821.11,1756.42
1881,2006.65,2031.89,2005.33,2055.55,2076.09
2215,1991.59,1969.62,2000.13,1927.02,1836.82
1971,2188.11,2224.71,2169.61,2262.57,2306.31
2051,2020.36,2023.66,2021.31,2014.72,1986.33
1674,1987.93,2036.94,1982.2,2094.73,2177.84
2104,1803.92,1768.92,1826.88,1712.47,1612.58
2081,2130.36,2143.3,2119.63,2146.34,2139.38
2083,2113.1,2123.01,2103.78,2121.12,2109.68
2284,2164.82,2154.34,2154.85,2121.48,2060.85
2055,2260.71,2292.63,2233.91,2328.32,2363.38
2217,2126.4,2118.61,2117.53,2088.34,2041
2047,2207.76,2232.97,2185.29,2255.88,2280.98
2311,2143.62,2124.4,2134.08,2075.2,2005.2
2184,2312.74,2332.2,2281.33,2351.03,2359.03
2029,2177.83,2199.78,2155.95,2215.07,2240.96
2017,2056.14,2062.38,2045.67,2047.78,2052.46
2038,2052.13,2054.24,2041.72,2031.88,2031.01
2331,2141.46,2115.8,2128.5,2050.99,1981.89
2121,2311.15,2335.71,2274.2,2362.25,2391.4
2361,2212.32,2191.02,2190.98,2133.45,2072.72
2248,2364.89,2378.2,2323.69,2389.48,2392.62
2092,2241.12,2258.32,2207.83,2264.45,2291.89
2274,2169.5,2156.11,2136.14,2052.86,2054.52
2123,2267.78,2291.14,2222.62,2202.95,2314.94
2246,2186.12,2180.49,2153.22,2087.2,2102.99
1943,2202.56,2241.8,2161.94,2191.51,2329.92
2036,1996.49,1992.5,1979.74,1947.3,1940.15
1893,2032.04,2053.64,2009.51,2028.42,2090.55
1988,1945.87,1942.39,1935.52,1911.76,1894.57
1741,1957.29,1989.87,1940.85,1995.26,2073.14
1565,1722.28,1745.56,1726.13,1787.63,1819.94
1780,1640.08,1623.91,1658.77,1639.99,1559.43
1637,1770.28,1791.9,1773.37,1824.87,1851.09
1824,1706.18,1694.34,1721.45,1703.14,1634.99
1860,1859.98,1865.23,1861.75,1866.89,1850.54
2433,2031.1,1983.48,2031.05,1900.43,1751.87
2340,2441.67,2464.14,2397.93,2401.78,2473.13
2253,2352.02,2374.22,2316.25,2327.4,2383.84
1679,2143.85,2214.85,2115.65,2255.89,2422.7
1358,1621.45,1663.55,1639,1744.82,1806.42
1433,1395.54,1398.85,1437.99,1465.98,1417.7
1792,1541.38,1516,1578.98,1528.91,1412.77
1580,1764.45,1797.35,1775.45,1848.73,1888.22
2003,1705.95,1674.5,1733.85,1656.9,1530.57
1771,1976.03,2012.88,1971.67,2045.43,2098.23
1864,1818.9,1821.79,1833.34,1830.87,1793.25
1711,1852.97,1881.26,1860.66,1917.85,1944.39
1566,1697.67,1724.25,1717.71,1775.18,1796.31
1530,1576.75,1591.9,1608.13,1641.07,1634
1912,1644.72,1618.07,1679.11,1607.27,1496.75
1617,1866.61,1909.65,1872.12,1964.72,2027.1
1736,1667.39,1667.21,1695.9,1684.87,1642.62
1672,1743.38,1762.08,1763.12,1795.92,1800.2
1667,1692.55,1704.87,1717.33,1734.15,1724.9
1397,1621.2,1659.86,1646.47,1728.14,1786.31
1575,1460.63,1453.99,1505.48,1477.06,1429
1653,1614.57,1617.62,1646.75,1638.01,1613.41
1866,1727.72,1717.4,1754.13,1710.11,1651.69
1642,1836.76,1871.37,1846.87,1916.13,1963.37
1338,1587.36,1628.09,1614.4,1695.72,1769.88
1654,1437.82,1416.03,1486.06,1411.91,1342.23
1424,1618.21,1650.9,1643.99,1702.96,1761.57
1525,1469.46,1467.86,1511.31,1483.36,1469.45
1630,1571.6,1569.23,1606.09,1574.31,1557.93
1760,1684.09,1679.28,1710.68,1672.16,1647.3
1703,1769.9,1784.34,1786.46,1797.79,1815.55
1661,1715.54,1727.45,1735.91,1738.37,1757
2029,1775.43,1745.4,1798.37,1693.93,1614.24
1783,1997.97,2031.94,1992.3,2065.5,2119.86
1802,1812.64,1817.44,1825.4,1810.06,1814.71
1660,1791.86,1812.32,1802.56,1826.4,1872.01
1742,1703.5,1699.39,1723.96,1679.91,1680.79
1748,1767.88,1771.51,1781.61,1758.83,1775.63
1892,1808.6,1797.74,1821.1,1761.42,1745.57
1953,1934.68,1933.03,1935.59,1906.62,1902.72
2140,2028.43,2014.08,2023.83,1967.35,1928.82
1682,2057.34,2108.15,2037.32,2163.09,2270.74
1649,1698.11,1700.78,1711.69,1678.98,1722.37
1621,1666.32,1667.13,1681.18,1641.51,1689.01
1376,1584.2,1605.37,1599.91,1609.13,1715.95
1403,1410.49,1401.43,1441.46,1370.37,1429.31
1475,1448.51,1433.87,1476.48,1390.42,1439.73
1513,1506.6,1500.51,1520.89,1556.42,1510.53
1808,1608.95,1578.11,1621.62,1587.85,1481.77
1562,1774.06,1800.51,1764.95,1829.29,1892.36
1414,1547.4,1562.81,1558.94,1630.16,1639.81
1442,1441.82,1440.85,1466.36,1512.32,1464.9
1430,1459.69,1463.39,1483.27,1535.43,1500.8
1795,1541.67,1508.56,1567.41,1526.46,1397.21
1741,1808.23,1819.16,1806.68,1831.42,1839.41
1716,1760.03,1768.21,1763.88,1787.63,1782.19
1630,1719.04,1733.77,1725.99,1768.09,1775.04
1579,1639.67,1650.98,1654.42,1696.05,1686.93
1435,1564.26,1585.31,1584.01,1653.56,1664.12
1288,1417.62,1439.78,1449.43,1532.62,1535.96
1371,1328.77,1330.14,1372.55,1411.95,1352.61
1725,1478.58,1452.21,1517.02,1479.17,1356.42
1607,1719.57,1740.83,1731.89,1784.06,1797.53
1544,1612.42,1627.99,1634.68,1680.7,1674.04
1294,1501.41,1535.97,1529.27,1625.74,1663.58
1360,1330.02,1335.07,1377.13,1412.85,1365.42
1625,1444.97,1429.57,1487.93,1466.8,1372.49
1658,1654.43,1661.85,1678.29,1697.38,1669.24
1167,1557.1,1617.32,1579.08,1727.12,1831.53
1483,1269.2,1252.77,1327.42,1304.55,1200.86
1574,1524.51,1526.66,1560.73,1569.38,1526.1
1545,1586.69,1600.98,1616.64,1649.99,1639.15
1588,1575.19,1582.35,1607.74,1622.96,1594.82
1779,1655.88,1648.38,1685.62,1661.15,1597.5
1520,1738.9,1777.44,1754.49,1838.32,1889.85
1553,1547.36,1555.6,1582.77,1596.91,1575.02
1507,1561.05,1577.18,1594.29,1625.7,1624.87
1606,1550.8,1552.3,1587.59,1582.11,1546.78
1429,1582.2,1611.4,1611.9,1672.04,1706.32
1450,1453.13,1462.27,1495.72,1507.84,1496.46
1786,1552.98,1530.36,1594.13,1524.69,1436.14
1703,1789.88,1810.27,1806.24,1840.02,1851.91
1815,1753.55,1753.64,1776.23,1758.16,1723.92
1621,1791.88,1823.12,1805.96,1865.85,1906.74
1613,1639.98,1651,1668.57,1675.58,1676.34
1624,1636.68,1645.4,1665.69,1665.73,1663.71
1686,1660.69,1663.99,1688.67,1673.98,1660.63
1703,1712.65,1720.46,1735.79,1731.81,1729.22
1490,1672.56,1703.06,1694.13,1746.14,1802.07
1340,1472.93,1495.43,1509.48,1538.47,1589.53
1424,1383.21,1381.93,1429.46,1398.15,1399.38
1807,1540.95,1508.89,1581.08,1470.84,1396.45
1612,1783.56,1811.17,1795.64,1839.97,1893.15
1403,1581.68,1608.32,1607.59,1642.7,1712.09
1312,1402.63,1415.89,1442.36,1441.05,1494.26
1183,1304.59,1321.13,1349.55,1355.35,1425.31
1252,1231.19,1228.44,1283.45,1240.61,1269.99
1400,1317.02,1304.59,1364.19,1295.1,1304.75
1642,1484.41,1461.06,1521.21,1422.88,1404.58
1399,1604.61,1630.46,1623.93,1650.93,1741.76
1318,1403.51,1410.59,1438.52,1413.68,1482.27
1419,1370.75,1358.7,1409.98,1336.16,1366.9
1479,1459.23,1450.26,1490.86,1423.52,1461.91
1480,1503.95,1500.15,1530.5,1475.4,1527.86
